account_id,loan_id,account_district_id,statement_freq,account_date_opened,amount,duration,payments,status
6701,6356.0,49,WEEKLY,73,95400.0,36.0,2650.0,A
6706,6357.0,38,MONTHLY,1457,64860.0,60.0,1081.0,C
6715,6358.0,48,WEEKLY,257,137880.0,60.0,2298.0,D
6738,6362.0,62,MONTHLY,573,37908.0,12.0,3159.0,A
6792,6377.0,1,MONTHLY,1226,17184.0,12.0,1432.0,A
6856,6386.0,43,MONTHLY,960,124344.0,36.0,3454.0,C
6902,6399.0,60,MONTHLY,1390,49320.0,36.0,1370.0,C
6922,6402.0,3,WEEKLY,1592,139488.0,24.0,5812.0,C
6924,6403.0,74,MONTHLY,516,194880.0,48.0,4060.0,C
6930,6407.0,41,MONTHLY,250,25944.0,24.0,1081.0,A
6950,6415.0,36,MONTHLY,1380,475680.0,48.0,9910.0,C
6985,6421.0,38,MONTHLY,937,96768.0,36.0,2688.0,C
7045,6435.0,51,MONTHLY,1455,288720.0,48.0,6015.0,C
7049,6436.0,69,MONTHLY,1745,495180.0,60.0,8253.0,C
7052,6437.0,55,TRANSACTION,1658,63972.0,36.0,1777.0,D
7082,6442.0,57,MONTHLY,1344,194160.0,48.0,4045.0,C
7099,6450.0,1,MONTHLY,1327,234336.0,48.0,4882.0,C
7123,6456.0,64,TRANSACTION,103,47016.0,12.0,3918.0,A
7133,6460.0,1,MONTHLY,259,48672.0,36.0,1352.0,A
7136,6461.0,12,WEEKLY,828,74124.0,36.0,2059.0,C
7156,6464.0,71,MONTHLY,1714,49488.0,24.0,2062.0,C
7176,6468.0,1,MONTHLY,1436,203940.0,60.0,3399.0,C
7180,6469.0,7,WEEKLY,1623,99744.0,24.0,4156.0,C
7181,6470.0,77,TRANSACTION,1278,49872.0,12.0,4156.0,C
7184,6471.0,5,MONTHLY,899,155640.0,24.0,6485.0,A
7190,6474.0,49,MONTHLY,248,63360.0,60.0,1056.0,C
7240,6486.0,17,MONTHLY,1208,152160.0,60.0,2536.0,C
7262,6490.0,70,MONTHLY,1337,73260.0,60.0,1221.0,C
7274,6495.0,11,MONTHLY,1731,49044.0,12.0,4087.0,C
7401,6499.0,1,MONTHLY,56,80952.0,24.0,3373.0,A
7418,6501.0,21,MONTHLY,826,30276.0,12.0,2523.0,B
7424,6502.0,68,MONTHLY,1304,30276.0,12.0,2523.0,A
7437,6508.0,19,WEEKLY,1680,110736.0,48.0,2307.0,C
7445,6509.0,64,MONTHLY,76,55368.0,24.0,2307.0,A
7454,6512.0,4,MONTHLY,108,63312.0,48.0,1319.0,A
7485,6520.0,39,MONTHLY,208,91200.0,24.0,3800.0,A
7523,6526.0,63,MONTHLY,605,288468.0,36.0,8013.0,A
7542,6534.0,54,MONTHLY,1231,590820.0,60.0,9847.0,C
7546,6535.0,43,MONTHLY,610,41952.0,12.0,3496.0,A
7559,6539.0,56,MONTHLY,1604,12792.0,12.0,1066.0,C
7562,6540.0,72,WEEKLY,746,309600.0,48.0,6450.0,C
7565,6541.0,59,MONTHLY,1187,153504.0,48.0,3198.0,C
7594,6544.0,16,MONTHLY,1141,130464.0,48.0,2718.0,C
7606,6545.0,21,MONTHLY,803,191880.0,60.0,3198.0,C
7607,6546.0,1,MONTHLY,247,31728.0,24.0,1322.0,A
7614,6550.0,62,MONTHLY,768,320592.0,48.0,6679.0,C
7632,6552.0,68,MONTHLY,1360,170448.0,48.0,3551.0,C
7636,6553.0,40,MONTHLY,1376,42384.0,12.0,3532.0,C
7637,6554.0,46,MONTHLY,1326,390096.0,48.0,8127.0,C
7674,6562.0,1,MONTHLY,1297,94488.0,24.0,3937.0,C
7713,6568.0,50,WEEKLY,1240,220440.0,60.0,3674.0,C
7721,6569.0,13,MONTHLY,1644,45456.0,12.0,3788.0,C
7733,6571.0,19,WEEKLY,1284,140064.0,24.0,5836.0,C
7745,6574.0,2,MONTHLY,1428,77544.0,36.0,2154.0,C
7753,6577.0,74,MONTHLY,38,51696.0,24.0,2154.0,A
7765,6578.0,52,WEEKLY,555,27984.0,12.0,2332.0,A
7769,6580.0,23,MONTHLY,275,196080.0,48.0,4085.0,A
7795,6585.0,64,MONTHLY,734,372120.0,60.0,6202.0,C
7815,6589.0,19,WEEKLY,828,189696.0,24.0,7904.0,A
7819,6591.0,38,MONTHLY,212,20832.0,48.0,434.0,C
7824,6594.0,60,MONTHLY,501,189696.0,24.0,7904.0,B
7844,6596.0,1,MONTHLY,329,91584.0,24.0,3816.0,A
7857,6598.0,75,MONTHLY,215,68112.0,12.0,5676.0,A
7859,6599.0,52,MONTHLY,802,72120.0,12.0,6010.0,A
7861,6600.0,34,MONTHLY,841,21852.0,36.0,607.0,A
7890,6605.0,23,MONTHLY,1180,79344.0,48.0,1653.0,C
7894,6607.0,27,MONTHLY,1194,153144.0,36.0,4254.0,C
7907,6612.0,70,MONTHLY,1303,97392.0,12.0,8116.0,A
7926,6613.0,69,WEEKLY,1255,84120.0,24.0,3505.0,A
7957,6621.0,51,MONTHLY,979,42900.0,12.0,3575.0,A
7965,6624.0,55,MONTHLY,311,71460.0,12.0,5955.0,A
7966,6625.0,54,MONTHLY,1456,473280.0,60.0,7888.0,D
7990,6632.0,9,MONTHLY,1337,144960.0,48.0,3020.0,C
7997,6633.0,10,MONTHLY,1210,160656.0,24.0,6694.0,C
8026,6641.0,36,MONTHLY,1542,128268.0,36.0,3563.0,C
8027,6642.0,44,WEEKLY,187,77640.0,12.0,6470.0,A
8038,6643.0,47,MONTHLY,1324,35856.0,24.0,1494.0,C
8039,6644.0,9,MONTHLY,1080,93600.0,24.0,3900.0,A
8041,6645.0,1,MONTHLY,282,140400.0,36.0,3900.0,A
8051,6647.0,1,WEEKLY,37,208320.0,48.0,4340.0,A
8073,6650.0,24,TRANSACTION,245,49320.0,12.0,4110.0,B
8085,6655.0,73,MONTHLY,1193,260400.0,60.0,4340.0,D
8092,6659.0,54,MONTHLY,740,56100.0,60.0,935.0,C
8094,6660.0,67,MONTHLY,1423,220428.0,36.0,6123.0,C
8114,6665.0,59,MONTHLY,1016,99300.0,60.0,1655.0,C
8127,6667.0,37,MONTHLY,650,155880.0,24.0,6495.0,A
8129,6668.0,45,MONTHLY,176,74736.0,36.0,2076.0,A
8158,6675.0,48,WEEKLY,1262,238716.0,36.0,6631.0,C
8159,6676.0,26,MONTHLY,768,29784.0,24.0,1241.0,A
8169,6677.0,29,MONTHLY,1061,97980.0,60.0,1633.0,C
8173,6678.0,11,MONTHLY,185,80340.0,12.0,6695.0,A
8225,6682.0,50,MONTHLY,1436,36204.0,12.0,3017.0,D
8260,6686.0,31,MONTHLY,82,224604.0,36.0,6239.0,A
8261,6687.0,13,MONTHLY,131,87840.0,24.0,3660.0,A
8268,6688.0,59,MONTHLY,1357,8616.0,24.0,359.0,C
8316,6694.0,70,MONTHLY,519,134784.0,24.0,5616.0,A
8320,6695.0,51,MONTHLY,1479,309660.0,60.0,5161.0,C
8321,6696.0,77,MONTHLY,101,89040.0,60.0,1484.0,C
8327,6698.0,1,WEEKLY,949,247728.0,48.0,5161.0,C
8330,6699.0,48,MONTHLY,86,7656.0,24.0,319.0,A
8377,6704.0,29,MONTHLY,323,417060.0,60.0,6951.0,C
8381,6705.0,14,MONTHLY,1355,333648.0,48.0,6951.0,D
8405,6712.0,20,MONTHLY,494,266220.0,60.0,4437.0,C
8411,6715.0,20,MONTHLY,700,220620.0,60.0,3677.0,C
8475,6721.0,4,MONTHLY,250,21072.0,24.0,878.0,A
8489,6725.0,19,MONTHLY,260,265320.0,36.0,7370.0,A
8492,6726.0,2,MONTHLY,544,85860.0,60.0,1431.0,C
8505,6727.0,70,MONTHLY,1539,42840.0,12.0,3570.0,A
8519,6729.0,23,MONTHLY,91,74688.0,12.0,6224.0,A
8523,6730.0,54,MONTHLY,1424,93036.0,12.0,7753.0,C
8533,6732.0,47,MONTHLY,1012,174048.0,48.0,3626.0,C
8547,6734.0,14,WEEKLY,927,173016.0,36.0,4806.0,C
8558,6736.0,1,TRANSACTION,422,288360.0,60.0,4806.0,C
8564,6737.0,68,MONTHLY,254,76680.0,24.0,3195.0,A
8566,6738.0,74,MONTHLY,280,230220.0,36.0,6395.0,B
8625,6745.0,64,MONTHLY,313,47304.0,24.0,1971.0,A
8639,6746.0,46,MONTHLY,1694,185640.0,60.0,3094.0,C
8645,6748.0,60,MONTHLY,1634,240900.0,60.0,4015.0,C
8680,6751.0,17,MONTHLY,1137,85716.0,36.0,2381.0,C
8688,6753.0,66,MONTHLY,1421,67980.0,12.0,5665.0,A
8713,6755.0,53,MONTHLY,1598,170700.0,60.0,2845.0,C
8742,6758.0,70,MONTHLY,1488,33144.0,12.0,2762.0,A
8772,6763.0,1,MONTHLY,1231,88272.0,48.0,1839.0,C
8776,6764.0,64,MONTHLY,600,33984.0,48.0,708.0,C
8784,6766.0,1,MONTHLY,1384,74352.0,24.0,3098.0,C
8899,6785.0,1,WEEKLY,612,125340.0,60.0,2089.0,C
8919,6790.0,62,MONTHLY,1644,76104.0,24.0,3171.0,C
8926,6791.0,1,MONTHLY,1540,566640.0,60.0,9444.0,C
8931,6793.0,63,WEEKLY,1095,186300.0,60.0,3105.0,C
8972,6805.0,70,MONTHLY,1236,45024.0,48.0,938.0,C
8982,6808.0,64,MONTHLY,267,227880.0,36.0,6330.0,A
9006,6810.0,40,WEEKLY,609,186384.0,48.0,3883.0,C
9017,6816.0,70,MONTHLY,1055,100224.0,48.0,2088.0,D
9024,6817.0,1,MONTHLY,1099,70656.0,48.0,1472.0,C
9030,6818.0,72,MONTHLY,750,155616.0,48.0,3242.0,C
9031,6819.0,47,MONTHLY,1475,50112.0,24.0,2088.0,C
9034,6820.0,1,MONTHLY,178,38148.0,12.0,3179.0,A
9037,6821.0,1,MONTHLY,1390,321936.0,48.0,6707.0,C
9052,6824.0,43,TRANSACTION,971,71976.0,24.0,2999.0,D
9093,6836.0,47,MONTHLY,166,189300.0,60.0,3155.0,C
9104,6841.0,10,MONTHLY,385,172080.0,48.0,3585.0,A
9138,6851.0,26,MONTHLY,1294,272220.0,60.0,4537.0,D
9140,6852.0,32,MONTHLY,1690,16032.0,48.0,334.0,C
9153,6855.0,9,MONTHLY,1441,52236.0,36.0,1451.0,C
9156,6856.0,18,MONTHLY,1717,163332.0,36.0,4537.0,C
9159,6857.0,64,MONTHLY,1309,69600.0,48.0,1450.0,C
9167,6859.0,56,MONTHLY,1552,272220.0,60.0,4537.0,C
9179,6861.0,28,MONTHLY,1481,215040.0,60.0,3584.0,C
9188,6863.0,45,MONTHLY,38,127080.0,60.0,2118.0,A
9199,6865.0,72,MONTHLY,1230,29448.0,12.0,2454.0,B
9201,6866.0,69,MONTHLY,1396,122472.0,24.0,5103.0,C
9208,6868.0,29,MONTHLY,1604,82128.0,24.0,3422.0,C
9225,6871.0,11,MONTHLY,1095,164256.0,48.0,3422.0,C
9227,6872.0,51,MONTHLY,1768,191580.0,60.0,3193.0,C
9235,6875.0,37,MONTHLY,904,83280.0,48.0,1735.0,C
9236,6876.0,11,MONTHLY,229,86616.0,12.0,7218.0,A
9241,6877.0,74,MONTHLY,1363,285240.0,60.0,4754.0,C
9242,6878.0,57,MONTHLY,1169,23184.0,12.0,1932.0,A
9263,6887.0,68,MONTHLY,1250,39576.0,12.0,3298.0,A
9265,6888.0,1,MONTHLY,34,39576.0,12.0,3298.0,A
9307,6895.0,68,MONTHLY,23,41904.0,12.0,3492.0,A
9337,6903.0,30,MONTHLY,255,52128.0,24.0,2172.0,A
9353,6908.0,59,MONTHLY,1036,188616.0,24.0,7859.0,C
9377,6913.0,1,MONTHLY,989,99936.0,24.0,4164.0,C
9403,6919.0,1,WEEKLY,85,120888.0,36.0,3358.0,A
9422,6921.0,70,MONTHLY,1160,86184.0,12.0,7182.0,A
9424,6922.0,54,MONTHLY,1459,83628.0,36.0,2323.0,C
9433,6923.0,59,MONTHLY,1686,44640.0,24.0,1860.0,C
9455,6926.0,73,MONTHLY,1402,374760.0,60.0,6246.0,C
9472,6929.0,1,WEEKLY,186,36396.0,12.0,3033.0,A
9491,6932.0,7,WEEKLY,1315,225504.0,48.0,4698.0,C
9493,6933.0,64,MONTHLY,821,188688.0,48.0,3931.0,C
9494,6934.0,21,MONTHLY,1225,116832.0,12.0,9736.0,A
9504,6938.0,9,MONTHLY,1123,341280.0,60.0,5688.0,C
9510,6940.0,1,MONTHLY,1255,228276.0,36.0,6341.0,C
9513,6942.0,59,MONTHLY,1227,18324.0,12.0,1527.0,A
9548,6944.0,62,MONTHLY,1253,46176.0,48.0,962.0,C
9560,6948.0,1,MONTHLY,1654,157068.0,36.0,4363.0,C
9583,6949.0,31,WEEKLY,506,104712.0,24.0,4363.0,A
9591,6950.0,74,MONTHLY,139,104712.0,24.0,4363.0,A
9627,6955.0,65,TRANSACTION,567,244368.0,48.0,5091.0,C
9631,6956.0,11,MONTHLY,1271,59448.0,24.0,2477.0,C
9633,6959.0,70,MONTHLY,1102,59448.0,24.0,2477.0,D
9640,6960.0,1,MONTHLY,71,76416.0,24.0,3184.0,A
9645,6961.0,38,MONTHLY,1117,176148.0,36.0,4893.0,C
9646,6962.0,1,WEEKLY,1306,279072.0,48.0,5814.0,C
9656,6965.0,61,MONTHLY,317,139536.0,24.0,5814.0,A
9673,6969.0,76,MONTHLY,1618,88200.0,36.0,2450.0,C
9677,6970.0,8,MONTHLY,1381,31620.0,60.0,527.0,C
9730,6984.0,54,MONTHLY,1461,116040.0,60.0,1934.0,C
9731,6985.0,54,TRANSACTION,699,113796.0,36.0,3161.0,A
9750,6986.0,74,MONTHLY,500,151728.0,48.0,3161.0,D
9790,6992.0,52,MONTHLY,1042,133968.0,48.0,2791.0,C
9814,6995.0,64,WEEKLY,748,96168.0,12.0,8014.0,A
9828,6996.0,11,MONTHLY,139,126600.0,24.0,5275.0,A
9833,6998.0,20,MONTHLY,204,97632.0,12.0,8136.0,A
9859,7001.0,27,MONTHLY,1284,300600.0,60.0,5010.0,C
9869,7004.0,12,MONTHLY,232,331560.0,60.0,5526.0,C
9897,7008.0,1,MONTHLY,792,36168.0,12.0,3014.0,A
9928,7013.0,60,MONTHLY,1042,89340.0,60.0,1489.0,C
10001,7034.0,24,MONTHLY,877,19044.0,36.0,529.0,C
10005,7035.0,64,MONTHLY,1793,210744.0,36.0,5854.0,C
10019,7036.0,8,MONTHLY,895,194940.0,36.0,5415.0,C
10022,7037.0,1,MONTHLY,1587,218064.0,48.0,4543.0,C
10049,7046.0,17,MONTHLY,1182,91632.0,12.0,7636.0,A
10063,7049.0,4,WEEKLY,1381,233424.0,36.0,6484.0,C
10065,7050.0,76,MONTHLY,1184,311232.0,48.0,6484.0,C
10068,7051.0,1,MONTHLY,1552,77808.0,12.0,6484.0,A
10079,7055.0,62,MONTHLY,125,167100.0,60.0,2785.0,C
10093,7057.0,1,WEEKLY,546,231696.0,36.0,6436.0,A
10105,7061.0,55,MONTHLY,117,121896.0,24.0,5079.0,A
10131,7066.0,1,MONTHLY,330,215388.0,36.0,5983.0,B
10134,7067.0,22,MONTHLY,1576,136368.0,24.0,5682.0,C
10148,7072.0,34,MONTHLY,1473,22104.0,12.0,1842.0,C
10202,7085.0,70,MONTHLY,1284,305424.0,48.0,6363.0,C
10215,7087.0,38,MONTHLY,1197,44304.0,24.0,1846.0,C
10233,7088.0,27,MONTHLY,1146,239160.0,60.0,3986.0,C
10243,7091.0,44,MONTHLY,1706,113436.0,36.0,3151.0,C
10257,7096.0,27,MONTHLY,1581,37812.0,12.0,3151.0,C
10266,7097.0,54,MONTHLY,160,75624.0,24.0,3151.0,B
10280,7100.0,69,MONTHLY,1430,348120.0,60.0,5802.0,C
10297,7101.0,14,MONTHLY,1113,421008.0,48.0,8771.0,C
10320,7104.0,68,MONTHLY,191,259740.0,60.0,4329.0,A
10345,7110.0,36,MONTHLY,1192,31260.0,12.0,2605.0,C
10351,7115.0,23,MONTHLY,853,88704.0,48.0,1848.0,C
10361,7119.0,21,MONTHLY,1267,86880.0,12.0,7240.0,A
10364,7121.0,55,MONTHLY,16,21924.0,36.0,609.0,A
10365,7122.0,22,MONTHLY,974,260640.0,36.0,7240.0,D
10404,7129.0,1,MONTHLY,1459,194280.0,60.0,3238.0,C
10411,7130.0,39,TRANSACTION,1056,123408.0,24.0,5142.0,A
10436,7136.0,60,MONTHLY,1175,54396.0,36.0,1511.0,C
10439,7137.0,66,MONTHLY,324,151560.0,24.0,6315.0,A
10440,7138.0,72,MONTHLY,255,60000.0,60.0,1000.0,C
10445,7139.0,72,MONTHLY,1244,23412.0,12.0,1951.0,C
10451,7142.0,1,MONTHLY,240,482940.0,60.0,8049.0,D
10478,7147.0,70,WEEKLY,1149,267600.0,48.0,5575.0,C
10493,7151.0,12,MONTHLY,1469,133800.0,24.0,5575.0,C
10520,7154.0,55,TRANSACTION,1026,417600.0,60.0,6960.0,C
10613,7164.0,55,MONTHLY,1768,249792.0,48.0,5204.0,C
10630,7166.0,41,MONTHLY,744,198240.0,24.0,8260.0,A
10644,7167.0,16,MONTHLY,1653,269964.0,36.0,7499.0,C
10645,7168.0,2,MONTHLY,1450,208332.0,36.0,5787.0,C
10650,7171.0,76,MONTHLY,1712,196224.0,48.0,4088.0,C
10652,7172.0,1,MONTHLY,1537,45720.0,12.0,3810.0,C
10663,7176.0,11,MONTHLY,341,260028.0,36.0,7223.0,A
10679,7181.0,1,MONTHLY,1610,197808.0,24.0,8242.0,C
10711,7187.0,36,MONTHLY,1284,24180.0,60.0,403.0,C
10728,7189.0,71,MONTHLY,721,154656.0,48.0,3222.0,C
10738,7192.0,45,WEEKLY,106,115992.0,36.0,3222.0,A
10762,7194.0,1,MONTHLY,1025,68832.0,36.0,1912.0,C
10774,7195.0,46,MONTHLY,1646,339168.0,48.0,7066.0,C
10788,7198.0,67,WEEKLY,325,45768.0,12.0,3814.0,A
10789,7199.0,75,MONTHLY,1356,45768.0,12.0,3814.0,A
10799,7200.0,76,MONTHLY,1691,31140.0,60.0,519.0,C
10807,7201.0,34,MONTHLY,1167,67464.0,12.0,5622.0,A
10812,7202.0,16,MONTHLY,1558,140688.0,48.0,2931.0,C
10857,7209.0,50,MONTHLY,1370,385560.0,60.0,6426.0,D
10884,7213.0,65,MONTHLY,780,113544.0,36.0,3154.0,C
10905,7219.0,32,MONTHLY,1420,57120.0,48.0,1190.0,C
10911,7220.0,1,WEEKLY,148,131292.0,36.0,3647.0,A
10915,7221.0,25,WEEKLY,1506,152460.0,60.0,2541.0,C
10940,7226.0,50,MONTHLY,255,197748.0,36.0,5493.0,A
10942,7227.0,44,WEEKLY,520,314520.0,60.0,5242.0,C
10954,7230.0,25,MONTHLY,1305,18720.0,60.0,312.0,C
10963,7233.0,16,MONTHLY,869,115812.0,36.0,3217.0,C
10973,7235.0,18,WEEKLY,109,154416.0,48.0,3217.0,A
11013,7240.0,1,WEEKLY,44,274740.0,60.0,4579.0,A
11021,7241.0,1,MONTHLY,221,168984.0,24.0,7041.0,B
11027,7242.0,32,WEEKLY,1302,48096.0,24.0,2004.0,C
11042,7243.0,72,MONTHLY,758,217152.0,36.0,6032.0,A
11054,7246.0,59,WEEKLY,1126,148920.0,60.0,2482.0,C
11065,7249.0,11,MONTHLY,77,69360.0,48.0,1445.0,A
11069,7250.0,37,MONTHLY,882,119136.0,48.0,2482.0,C
11079,7253.0,16,MONTHLY,1043,98304.0,12.0,8192.0,A
11096,7255.0,28,MONTHLY,1439,213300.0,60.0,3555.0,C
11111,7259.0,1,MONTHLY,139,108144.0,36.0,3004.0,A
11135,7262.0,75,MONTHLY,282,182628.0,36.0,5073.0,A
11138,7263.0,70,WEEKLY,959,89880.0,24.0,3745.0,A
11141,7264.0,1,WEEKLY,1502,44940.0,12.0,3745.0,A
11186,7271.0,12,MONTHLY,692,392460.0,60.0,6541.0,C
11231,7277.0,1,MONTHLY,1496,89280.0,12.0,7440.0,A
11244,7279.0,33,MONTHLY,1472,155760.0,24.0,6490.0,C
11265,7284.0,15,MONTHLY,13,52788.0,12.0,4399.0,A
11271,7286.0,5,MONTHLY,992,67320.0,36.0,1870.0,C
11317,7292.0,50,MONTHLY,1652,317460.0,60.0,5291.0,C
11327,7294.0,7,MONTHLY,1748,39168.0,24.0,1632.0,C
11328,7295.0,54,MONTHLY,1404,280440.0,60.0,4674.0,C
11349,7304.0,1,WEEKLY,875,419880.0,60.0,6998.0,C
11359,7305.0,61,MONTHLY,638,54024.0,12.0,4502.0,A
11362,7308.0,67,MONTHLY,1016,129408.0,24.0,5392.0,A
